# https://www.dashninja.pl and whois results
# Dash
IP Address|Port|Version|Protocol|ASN|BGP Prefix|CC|Registry|Allocated|AS Name|NodeOutputHash
104.156.253.235|9999|/Dash Core:0.16.1.1/|70218|20473|104.156.252.0/23|US|arin|2014-07-22|AS-CHOOPA, US|d1bdc7789f3bfe068b23b475e42a751e770fb7fce40476e60f254cd846fef5a4
104.160.42.222|9999|/Dash Core:0.16.1.1/|70218|25820|104.160.40.0/21|CA|arin|2014-07-29|IT7NET, CA|6ee7df44f16a6a22a6a325c7f6be79fca1947bd1570154e8b715445edb4935ea
104.200.24.196|9999|/Dash Core:0.16.1.1/|70218|63949|104.200.24.0/24|US|arin|2014-09-26|LINODE-AP Linode, LLC, US|04cbceffb05228adf6363d09567996cda6aad8b15a976c5f02e9e00f3863504d
104.207.130.13|9999|/Dash Core:0.16.1.1/|70218|20473|104.207.130.0/23|US|arin|2014-10-01|AS-CHOOPA, US|4561f9258fb556bac55208f05cc0853f1fe5c1ac352969693b964c9d2db28879
104.207.130.246|9999|/Dash Core:0.16.0.1/|70218|20473|104.207.130.0/23|US|arin|2014-10-01|AS-CHOOPA, US|de8403d6198c85ac8d0132a6890beb4b3761f963e5a0a58256ba33c651584851
104.207.130.255|9999|/Dash Core:0.16.0.1/|70218|20473|104.207.130.0/23|US|arin|2014-10-01|AS-CHOOPA, US|29bf63c68c2714e9898bb7f82c2f3444c282f520f4b80b629eab632bf9d3d610
104.207.130.54|9999|/Dash Core:0.16.1/|70218|20473|104.207.130.0/23|US|arin|2014-10-01|AS-CHOOPA, US|8d104c64d86fea7e46f290aaaa61f0d0d00cc390e0525aff5dfc75d15ce9f0e2
104.207.131.113|9999|/Dash Core:0.16.1.1/|70218|20473|104.207.130.0/23|US|arin|2014-10-01|AS-CHOOPA, US|dff3910e85d4c51904f079cbae2fe98c057e8b621a9f18c766b570952b481936
104.207.131.192|9999|/Dash Core:0.16.1.1/|70218|20473|104.207.130.0/23|US|arin|2014-10-01|AS-CHOOPA, US|70fcb250b0fcdb411dde92293745098460eabb6945ad55dae5d4928b3237a108
104.207.144.19|9999|/Dash Core:0.16.0.1/|70218|20473|104.207.144.0/22|US|arin|2014-10-01|AS-CHOOPA, US|dd867402961a325d4e3bccb9212d9a54ccde688eda9afb7355337a42284d2897
104.207.144.219|9999|/Dash Core:0.16.1.1/|70218|20473|104.207.144.0/22|US|arin|2014-10-01|AS-CHOOPA, US|447a942aaa9d067d0199c06a73600cf147bc1520c59edb41ab8d2082c76687ae
104.207.148.221|9999|/Dash Core:0.16.1.1/|70218|20473|104.207.148.0/22|US|arin|2014-10-01|AS-CHOOPA, US|9aad4c10b182b57b45b2b558dbf7c7123507cb4c677c40835b802dad7d40bcd5
104.207.149.30|9999|/Dash Core:0.15.0/|70218|20473|104.207.148.0/22|US|arin|2014-10-01|AS-CHOOPA, US|a64d62cc1d4f907e4af3708d400e4133b06a2561331cbd7ac8fb0cd10c07a933
104.207.150.180|9999|/Dash Core:0.16.0.1/|70218|20473|104.207.148.0/22|US|arin|2014-10-01|AS-CHOOPA, US|2ddacbd531ce6311e7d0cc9425264fbdf758107b8a0ba44f879859f42b02a3fd
104.207.150.233|9999|/Dash Core:0.16.1.1/|70218|20473|104.207.148.0/22|US|arin|2014-10-01|AS-CHOOPA, US|6bf23310c893741af36cd4b3191a92effdae5242b50df62e094769da6da0a388
104.207.151.131|9999|/Dash Core:0.16.0.1/|70218|20473|104.207.148.0/22|US|arin|2014-10-01|AS-CHOOPA, US|21b22b7aebc8db94ff6c3f3011a9043466470af51f81037e40cd9f91ce50a175
104.218.48.213|9999|/Dash Core:0.16.0.1/|70218|19318|104.218.48.0/21|US|arin|2014-10-02|IS-AS-1, US|0ed68553237f8a167bed0cc0e9463c8e18272bd121c118fe493e60c84672fac8
104.218.48.217|9999|/Dash Core:0.16.0.1/|70218|19318|104.218.48.0/21|US|arin|2014-10-02|IS-AS-1, US|30f67e6514432fd78283d23c3e52f04640db93b8c070efa4b2c9ffa0644d93ce
104.218.48.218|9999|/Dash Core:0.16.0.1/|70218|19318|104.218.48.0/21|US|arin|2014-10-02|IS-AS-1, US|2dfc6ad676075b0481e71f6dfe9a6f613d89a04d60e190386b790b009b10af7d
104.218.48.222|9999|/Dash Core:0.16.0.1/|70218|19318|104.218.48.0/21|US|arin|2014-10-02|IS-AS-1, US|57df4941fc39c6ba0796fb9e317dbfabd8e03ec308a453b0cae2f3c9cbad7285
104.218.49.100|9999|/Dash Core:0.16.0.1/|70218|19318|104.218.48.0/21|US|arin|2014-10-02|IS-AS-1, US|8817ab036ddac931df63d569f7219cfe04c672fc774d6c9d83b95373534bb26a
104.218.49.101|9999|/Dash Core:0.16.0.1/|70218|19318|104.218.48.0/21|US|arin|2014-10-02|IS-AS-1, US|8425bdef0c08369bcdc275c0e3e7f3ec819b0cfaba13f9d36b5ea0fcc84e9ede
104.218.54.101|9999|/Dash Core:0.16.0.1/|70218|19318|104.218.48.0/21|US|arin|2014-10-02|IS-AS-1, US|cc954e4703490c3786e0a01512aed8bd31cd4b7ca1130f1dbeb72cd5ef6f1b8b
104.218.54.104|9999|/Dash Core:0.16.0.1/|70218|19318|104.218.48.0/21|US|arin|2014-10-02|IS-AS-1, US|1f7ebc6bc83de8cb82aea7c8847056a3fe4a8e9220325a76c240ffbf7a7ab44b
104.236.183.29|9999|/Dash Core:0.16.1.1/|70218|14061|104.236.128.0/18|US|arin|2014-10-28|DIGITALOCEAN-ASN, US|0fe2679bacd363516fb97f9f67b9dcc8231503c23ea1f70580339b704cca4cd9
104.236.218.48|9999|/Dash Core:0.16.1.1/|70218|14061|104.236.192.0/18|US|arin|2014-10-28|DIGITALOCEAN-ASN, US|8f9263f770e4bd5d2a1efbe5a8e1af4a2677446c7818f75283433a3d100ffb8a
104.236.58.131|9999|/Dash Core:0.16.1.1/|70218|14061|104.236.0.0/18|US|arin|2014-10-28|DIGITALOCEAN-ASN, US|38dc50f7c1fa201c23cf2bf651acb87db98dc956a6d7b40f1579935a60598734
104.238.129.254|9999|/Dash Core:0.16.1.1/|70218|20473|104.238.128.0/21|US|arin|2014-11-13|AS-CHOOPA, US|ac15ad422c46020317a8597d2aca15463bccbe602f6117631d399874eaea9218
104.238.130.164|9999|/Dash Core:0.16.0.1/|70218|20473|104.238.128.0/21|US|arin|2014-11-13|AS-CHOOPA, US|1f68beae88ffac821198c3892c737975ed4a4fa91df76c0624cbf3dbf5d4df79
104.238.131.186|9999|/Dash Core:0.16.0.1/|70218|20473|104.238.128.0/21|US|arin|2014-11-13|AS-CHOOPA, US|4cbde7fa4450f93ba893797db64b3018510b2645d739771d6efad141eb72525d
104.238.135.201|9999|/Dash Core:0.16.0.1/|70218|20473|104.238.128.0/21|US|arin|2014-11-13|AS-CHOOPA, US|edc498bfb73035451ee72b800aba46a8c4080dc3120ddf4abef06a086b2063d1
104.238.138.161|9999|/Dash Core:0.15.0/|70218|20473|104.238.138.0/23|US|arin|2014-11-13|AS-CHOOPA, US|a25e7f2fe604def2c5e3115268766cea1cdb6e01e812d75eeecebf86349afcda
104.238.144.200|9999|/Dash Core:0.16.0.1/|70218|20473|104.238.144.0/22|US|arin|2014-11-13|AS-CHOOPA, US|8735d17fd36544edb819fae06778cfd1cab2b6a2d4c83d93c837d6025090923a
104.238.144.81|9999|/Dash Core:0.16.0.1/|70218|20473|104.238.144.0/22|US|arin|2014-11-13|AS-CHOOPA, US|7a53a56ce89e799c441844c366113511c784739be93b265707cf0aaf492e7f26
104.238.145.184|9999|/Dash Core:0.16.0.1/|70218|20473|104.238.144.0/22|US|arin|2014-11-13|AS-CHOOPA, US|558341e072ba1af4700b8685ce919316c4736ce28ae5ccc082fdc575150bc422
104.238.146.6|9999|/Dash Core:0.16.0.1/|70218|20473|104.238.144.0/22|US|arin|2014-11-13|AS-CHOOPA, US|58d8a82758e2bf0da0c70e8f7e4675442b088a1a56bdb72c9b988a09d22a0d49
104.238.158.141|9999|/Dash Core:0.16.0.1/|70218|20473|104.238.158.0/23|US|arin|2014-11-13|AS-CHOOPA, US|b2b68d2eff012fe5a5df7745fd5edee4a502473203f97a2cf30b50a839ac9abf
104.238.158.31|9999|/Dash Core:0.16.0.1/|70218|20473|104.238.158.0/23|US|arin|2014-11-13|AS-CHOOPA, US|0d87e45a3e411920a31a4c4d276d541949914e35a274df2572e6e8f1c46cfa9b
104.238.159.13|9999|/Dash Core:0.16.0.1/|70218|20473|104.238.158.0/23|US|arin|2014-11-13|AS-CHOOPA, US|3f39396585e102a6db8324cabeeb856c0c5290d0f7eb82d168f83e9ac4bd3b02
104.238.159.201|9999|/Dash Core:0.16.0.1/|70218|20473|104.238.158.0/23|US|arin|2014-11-13|AS-CHOOPA, US|bb9528c0dabf098caebbdcb55d2ce440408be72cd037ccab0647e7a1b24b20b8
104.238.167.102|9999|/Dash Core:0.16.0.1/|70218|20473|104.238.166.0/23|US|arin|2014-11-13|AS-CHOOPA, US|567574eda8d3b69b0dff62838a9a08be7acc031b5be446b41acb5fafdedba2f7
104.238.167.211|9999|/Dash Core:0.16.0.1/|70218|20473|104.238.166.0/23|US|arin|2014-11-13|AS-CHOOPA, US|c2327031fd0da34f04e1bcdc0b11488584c5f244ba65dbf88a7a3345effc7ece
104.238.170.229|9999|/Dash Core:0.16.0.1/|70218|20473|104.238.168.0/21|US|arin|2014-11-13|AS-CHOOPA, US|c5d652f35be9e9f84c62e70ae2bc69ec031bb6b961841dff2e28f0d995d83190
104.238.171.158|9999|/Dash Core:0.14.0.3/|70218|20473|104.238.168.0/21|US|arin|2014-11-13|AS-CHOOPA, US|779b56250227baf690438960105a8bdedb308a6d49ea4d823ccd0a20d3045902
104.238.176.125|9999|/Dash Core:0.16.0.1/|70218|20473|104.238.176.0/23|US|arin|2014-11-13|AS-CHOOPA, US|5b085c9a2eee6e7ff98d42d90e6e98274ac405724dffab51f80fb9ee02ad007a
104.238.176.166|9999|/Dash Core:0.16.0.1/|70218|20473|104.238.176.0/23|US|arin|2014-11-13|AS-CHOOPA, US|ab55d8cd75f221886e7a568c60d4a5232d156ceec4a75e71d90209fbe040fca7
104.238.176.179|9999|/Dash Core:0.16.0.1/|70218|20473|104.238.176.0/23|US|arin|2014-11-13|AS-CHOOPA, US|7a0d197d6931ee4b307f70c3938db9b10adc2c6885acb5e571f8d20f957982bf
104.238.177.33|9999|/Dash Core:0.16.1.1/|70218|20473|104.238.176.0/23|US|arin|2014-11-13|AS-CHOOPA, US|ba5e663e74b12075cab765f59a4becc1d11c5d2568d571167af1ad2cc9c0eccb
104.238.177.54|9999|/Dash Core:0.16.0.1/|70218|20473|104.238.176.0/23|US|arin|2014-11-13|AS-CHOOPA, US|cad18f62810b7f05f5a306eeba4e41e2361ea524a3097d15913430ca214588a3
104.238.186.176|9999|/Dash Core:0.15.0/|70218|20473|104.238.184.0/22|US|arin|2014-11-13|AS-CHOOPA, US|ad81e825981464e52dcc37eabeab59944929483c99b0ab21d1760acddb92bb96
104.238.188.187|9999|/Dash Core:0.16.1.1/|70218|20473|104.238.188.0/22|US|arin|2014-11-13|AS-CHOOPA, US|bcb865b3973eff97feda8fade09891ac5966d388ff0fe9999dbdd0676370238f
104.238.189.196|9999|/Dash Core:0.16.0.1/|70218|20473|104.238.188.0/22|US|arin|2014-11-13|AS-CHOOPA, US|68046a10350a0a5647c4b97b102d9d7157c6f569ed8a9f87e313ce13ea0c364e
104.238.189.60|9999|/Dash Core:0.16.1.1/|70218|20473|104.238.188.0/22|US|arin|2014-11-13|AS-CHOOPA, US|a365e6e6e215faa703f971abdc92b3fc8dad93b7ddc6b37d728688dfc5d5d5a9
104.238.189.93|9999|/Dash Core:0.16.1.1/|70218|20473|104.238.188.0/22|US|arin|2014-11-13|AS-CHOOPA, US|6dd5b81175fd475459f7de5dd08aab6b8f0eac7a9fd657f43ce0b4f7913072db
104.238.191.154|9999|/Dash Core:0.16.0.1/|70218|20473|104.238.188.0/22|US|arin|2014-11-13|AS-CHOOPA, US|dea5400da72cf1178b68a48807de3cee5ef41a81c3beb3f98888c89be6c15d8d
104.248.129.215|9999|/Dash Core:0.16.1.1/|70218|14061|104.248.128.0/20|US|arin|2018-08-06|DIGITALOCEAN-ASN, US|eaee0d119caacfbb762ed7eeef275d984a970228e2f262b6ee24e9a7999c2dd2
104.248.132.54|9999|/Dash Core:0.16.1.1/|70218|14061|104.248.128.0/20|US|arin|2018-08-06|DIGITALOCEAN-ASN, US|8e274bd3f1bdb88ad828bea7840eb4e9852e6ed2a87a9162a3dba12999bce8d3
104.248.137.183|9999|/Dash Core:0.16.1.1/|70218|14061|104.248.128.0/20|US|arin|2018-08-06|DIGITALOCEAN-ASN, US|409e86e5e98341859a01ba097b1c71a061c1c303b6b88bbdcafa526cb3271527
104.248.144.104|9999|/Dash Core:0.16.1.1/|70218|14061|104.248.144.0/20|US|arin|2018-08-06|DIGITALOCEAN-ASN, US|960798b5e717f0da7a4af335dc14b49726cc16690d5a830769233a251d86c756
104.248.154.1|9999|/Dash Core:0.16.1.1/|70218|14061|104.248.144.0/20|US|arin|2018-08-06|DIGITALOCEAN-ASN, US|14f08be62fe11ad6f28eca260f239e12d4a0aefca6ea1b4f0be9c37ee30bf86d
104.248.159.169|9999|/Dash Core:0.16.1.1/|70218|14061|104.248.144.0/20|US|arin|2018-08-06|DIGITALOCEAN-ASN, US|90ce6be69fffeecfc780b3b1ad27e2e661d6ef7ff9d64f5eb29b66a2c17d1603
104.248.16.74|9999|/Dash Core:0.16.1.1/|70218|14061|104.248.16.0/20|US|arin|2018-08-06|DIGITALOCEAN-ASN, US|b6b13688544ca50a224a626ee74a803b726a458b0a956883465c2cedcecd4d92
104.248.173.22|9999|/Dash Core:0.16.0.1/|70218|14061|104.248.160.0/20|US|arin|2018-08-06|DIGITALOCEAN-ASN, US|40ffb0ac4c3519bba72f027863698c5811832a6f6253dfd8d2ff749e799321d2
104.248.242.198|9999|/Dash Core:0.16.1.1/|70218|14061|104.248.240.0/20|US|arin|2018-08-06|DIGITALOCEAN-ASN, US|b02513c1b459fc9cb5cd2e5a607e276c45a67e2fe4fb81e94e6c98a8823daf22
104.248.242.207|9999|/Dash Core:0.16.1/|70218|14061|104.248.240.0/20|US|arin|2018-08-06|DIGITALOCEAN-ASN, US|d89415f93bad288f486c0286d950c5afda0aeb0416324669a89472b917d311d7
104.248.33.11|9999|/Dash Core:0.16.1.1/|70218|14061|104.248.32.0/20|US|arin|2018-08-06|DIGITALOCEAN-ASN, US|9c6e63845df398f78b16157bc782558917daa4df0e494c756e9bbbb8af69534f
104.248.88.123|9999|/Dash Core:0.16.1.1/|70218|14061|104.248.80.0/20|US|arin|2018-08-06|DIGITALOCEAN-ASN, US|ea0500670bb3e41a6054df5ff9542a34fb0b8a85d73b505bfbce3a7820434f50
104.248.88.198|9999|/Dash Core:0.16.1.1/|70218|14061|104.248.80.0/20|US|arin|2018-08-06|DIGITALOCEAN-ASN, US|6123dcedb5011a002b90be9b78a3abe74ed061fa4446c5561b68ad95647697b7
104.248.88.224|9999|/Dash Core:0.16.1.1/|70218|14061|104.248.80.0/20|US|arin|2018-08-06|DIGITALOCEAN-ASN, US|15a21502fc55068b10998c6bf29aedb7a6e61dd235aaaf58de08073381690524
104.248.88.229|9999|/Dash Core:0.15.0/|70218|14061|104.248.80.0/20|US|arin|2018-08-06|DIGITALOCEAN-ASN, US|5784be024f9ce9e94009e5fbf1935aad870604845a6bf997d6a029d4fd618411
104.248.90.248|9999|/Dash Core:0.16.1.1/|70218|14061|104.248.80.0/20|US|arin|2018-08-06|DIGITALOCEAN-ASN, US|2271bd3ef3930b70c3e5ba39ec38609acd3bb774c28578a5104fae7bb3adaa5b
104.248.92.182|9999|/Dash Core:0.16.1.1/|70218|14061|104.248.80.0/20|US|arin|2018-08-06|DIGITALOCEAN-ASN, US|fd0909fd9eb511835a2402236043fd18993ae57c813f340530145b97b2ad02c0
104.248.92.29|9999|/Dash Core:0.16.1.1/|70218|14061|104.248.80.0/20|US|arin|2018-08-06|DIGITALOCEAN-ASN, US|5f70447d8db6f613f085e6517a1c877aea199836c47fd2862ff917a961ecf017
104.248.95.34|9999|/Dash Core:0.16.1.1/|70218|14061|104.248.80.0/20|US|arin|2018-08-06|DIGITALOCEAN-ASN, US|e738cdd6678088db25dbd1f71ae60c9da5f40c6bcfbc338cc4378d9b835c5298
106.52.130.33|9999|/Dash Core:0.16.1.1/|70218|45090|106.52.128.0/20|CN|apnic|2011-04-06|CNNIC-TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, CN|a2a64ca22a7da9da1426328ba08d37f54b591188093a042dfd672cc145600f3a
107.161.24.90|9999|/Dash Core:0.16.0.1/|70218|3842|107.161.24.0/22|US|arin|2014-01-08|RAMNODE, US|be7f37fa9b64438ca76f82484901aa1848003cf50b13b496c6507122696f46cf
107.170.120.125|9999|/Dash Core:0.16.1.1/|70218|14061|107.170.0.0/17|US|arin|2013-12-30|DIGITALOCEAN-ASN, US|948daf77ba3c5ce2ed6fd3c460c8db9f6f9e4a049fe5de9f68bd447b9f65fd04
107.170.13.222|9999|/Dash Core:0.16.1.1/|70218|14061|107.170.0.0/17|US|arin|2013-12-30|DIGITALOCEAN-ASN, US|95792d25fb9e3a6daf9aff27fddb297f19d59bf0e6a19c18885b6ddd9d213102
107.170.157.166|9999|/Dash Core:0.16.1.1/|70218|14061|107.170.128.0/19|US|arin|2013-12-30|DIGITALOCEAN-ASN, US|72c936a60e0c3f8441cc104d8064934344adafaaebdcd4113e01df4e7f3a641c
107.170.162.136|9999|/Dash Core:0.16.1.1/|70218|14061|107.170.160.0/19|US|arin|2013-12-30|DIGITALOCEAN-ASN, US|46f8121efedc720b3f96125d983560fd4821c2e8d385c928318a25d756fa506e
107.170.165.78|9999|/Dash Core:0.16.1.1/|70218|14061|107.170.160.0/19|US|arin|2013-12-30|DIGITALOCEAN-ASN, US|5444ac6d79da82c60473e714cf9b7a2552046651b0730180af0bd1326997dcd2
107.170.171.115|9999|/Dash Core:0.16.1.1/|70218|14061|107.170.160.0/19|US|arin|2013-12-30|DIGITALOCEAN-ASN, US|4dee31250ca4f9ee56fcd59a906ece6c61836b8aad8fa4a5fa1f1547265e1b2b
107.170.196.35|9999|/Dash Core:0.16.1.1/|70218|14061|107.170.192.0/18|US|arin|2013-12-30|DIGITALOCEAN-ASN, US|ba306ab4cdf33e3bb37116233f5a73315a7ca518c1331faef34fa264cac5ad13
107.170.219.53|9999|/Dash Core:0.16.1.1/|70218|14061|107.170.192.0/18|US|arin|2013-12-30|DIGITALOCEAN-ASN, US|a481b94291934f6df5b77f4fe653ad72861975e72856aff8a92213b91a78e448
107.170.223.74|9999|/Dash Core:0.16.1.1/|70218|14061|107.170.192.0/18|US|arin|2013-12-30|DIGITALOCEAN-ASN, US|ff07d14cfc5cfbe7e499f37f88a8f39e8a248c11eedfca5897965deaeb458a8d
107.170.238.241|9999|/Dash Core:0.16.1.1/|70218|14061|107.170.192.0/18|US|arin|2013-12-30|DIGITALOCEAN-ASN, US|db55c07aa023d13cb3de2d9f53f40adaeec46b9bd69dd659ddd9e10b4251fa00
107.170.240.172|9999|/Dash Core:0.16.1.1/|70218|14061|107.170.192.0/18|US|arin|2013-12-30|DIGITALOCEAN-ASN, US|c3f53ef176640ed4fe656d88c28180b882895d891a494cd428a4faab20b280b9
107.170.242.110|9999|/Dash Core:0.16.1.1/|70218|14061|107.170.192.0/18|US|arin|2013-12-30|DIGITALOCEAN-ASN, US|aaf0fda0506da0e73a7c90acf0d3121318446a68785410c67b356322b7096e4f
107.170.248.57|9999|/Dash Core:0.16.1.1/|70218|14061|107.170.192.0/18|US|arin|2013-12-30|DIGITALOCEAN-ASN, US|1870ef1fe08154d497b16cb0f0d55a0180598b5e5b7ba40ccd97a9efb636f280
107.170.254.160|9999|/Dash Core:0.16.1.1/|70218|14061|107.170.192.0/18|US|arin|2013-12-30|DIGITALOCEAN-ASN, US|6252425c2ce9a6063942543d155603dc7ca6c124dbfc866905ebdf379b489833
107.170.7.146|9999|/Dash Core:0.16.1.1/|70218|14061|107.170.0.0/17|US|arin|2013-12-30|DIGITALOCEAN-ASN, US|bc9bb98d5d8ca6c5a2ceab528cf6bca93037b8b41b58629ab8ddbfdc38149a61
107.191.101.212|9999|/Dash Core:0.16.1.1/|70218|3842|107.191.100.0/22|US|arin|2014-05-08|RAMNODE, US|6f24ab06bde8cbac29b92968a7cf518b51d702b46bf33e27f25c3ae1788e1e24
