# https://data.ripple.com/ and whois results
# Ripple Nodes
IP Address|Version|ASN|BGP Prefix|CC|Registry|Allocated|AS Name|Publice Key
116.203.129.96|rippled-1.6.0|24940|116.203.0.0/16|DE|ripencc|2011-01-17|HETZNER-AS, DE|n9LAKFiLbtxDxyLWVeCdXF9nBcfeM37n3Ab99RauSNaqvoFdK45A
118.26.39.5|rippled-1.6.0|135377|118.26.39.0/24|HK|apnic|2007-08-03|UCLOUD-HK-AS-AP UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED, HK|n94p9cpB76Kci6LYjXGB81YteQKbFz4Tbz61ncRQkPiydRF6J33m
121.156.104.222|rippled-1.6.0|4766|121.152.0.0/13|KR|apnic|2006-04-07|KIXS-AS-KR Korea Telecom, KR|n9L6mVTmMS6w5NvzS5WocHhVvn7iXcFSh6z81SpQPsnyDrRt57Vs
121.78.223.201|rippled-1.6.0|9286|121.78.192.0/18|KR|apnic|2006-06-20|KINXIDC-AS-KR KINX, KR|n9Lg6fT5WPwPg7LDiYWX6r6e81iFfKQCSE4TyM2iuubuNKsVXgRB
123.51.190.194|rippled-1.6.0|9919|123.51.160.0/19|TW|apnic|2008-11-20|NCIC-TW New Century InfoComm Tech Co., Ltd., TW|n9LqhwQf1yzu18hZkWfqhXxFStzUGhzzo44Fp7A3NQAKzjGrvUAg
128.1.137.165|rippled-1.5.0|135377|128.1.137.0/24|US|arin|2016-09-07|UCLOUD-HK-AS-AP UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED, HK|n9MpiWgJn1fc7fpoUSNwseap8PVAxLpsfrorxhHRCXww5fZH4ArM
128.1.137.64|rippled-1.5.0|135377|128.1.137.0/24|US|arin|2016-09-07|UCLOUD-HK-AS-AP UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED, HK|n9JeP6ZZW5ScrqFNpUUit8Z12bCTuijNz3jHV171XaZeBeWMJ7ne
128.199.119.57|rippled-1.6.0|14061|128.199.64.0/18|GB|ripencc|1999-04-12|DIGITALOCEAN-ASN, US|n9MMWqW6nG7KsmCVZwxbHbVGbcfaPt6SShGbrNuYw5vj8qBEBLbE
128.2.12.49|rippled-1.5.0|9|128.2.0.0/16|US|arin|1984-04-17|CMU-ROUTER, US|n9KasfoG5wZpJh65CiDzfeVaNEgVADGnYYEQrUCYEw5nCPn2gzWy
128.32.222.11|rippled-1.6.0|25|128.32.0.0/16|US|arin|1983-05-27|UCB, US|n9KkZbduxCbJXUbuDApFV3PzpDwsvHwD8ARZXM5jrgJZEnps9nrB
13.112.113.210|rippled-1.6.0|16509|13.112.0.0/14|US|arin|2016-08-09|AMAZON-02, US|n9KELr7EcjiDgANNAxJRGfzCSjMCCQd46R4kbLrCsjAtvGqbriky
13.112.175.116|rippled-1.6.0|16509|13.112.0.0/14|US|arin|2016-08-09|AMAZON-02, US|n9J2LibK2qv7sehLxznjRM1hUKRkZDyjMXHPAoPPWpbDMMPzfCzc
13.115.200.130|rippled-1.0.0-b4|16509|13.112.0.0/14|US|arin|2016-08-09|AMAZON-02, US|n9M1hNx6g8pCk3r1wkNkfZ2ZNZmX6r8BLZpievAPassKYzL4JZFH
13.115.221.164|rippled-1.6.0|16509|13.112.0.0/14|US|arin|2016-08-09|AMAZON-02, US|n9MAm3fjnxof1u8uBBt4PkUSmNHmMKKoxtcH2mxrqgFPMM9jJpZL
13.115.252.91|rippled-1.6.0|16509|13.112.0.0/14|US|arin|2016-08-09|AMAZON-02, US|n9LJDBhSZGq4qq1NkZW313AgZZndpUstjhZnuKzNi5SuG7Ue9whT
13.124.58.33|rippled-1.5.0|16509|13.124.0.0/16|US|arin|2016-08-09|AMAZON-02, US|n9MC5XHcXFGEuLcgTBrem8x4ZoMwSZ3BKWKD61MNhR5rVVPcS66E
13.124.74.157|rippled-1.5.0|16509|13.124.0.0/16|US|arin|2016-08-09|AMAZON-02, US|n94Eci54LgV3TVLtdwrfo4Cssus9DGnAVAhs5adJSPmz6vTZ1SUk
13.125.189.214|rippled-1.5.0|16509|13.125.0.0/16|US|arin|2016-08-09|AMAZON-02, US|n944vxbcJb2N3KDtadb7id8pzkMtAXjzKLnUvoTDhRWC6uaWC53J
13.125.233.225|rippled-1.6.0|16509|13.125.0.0/16|US|arin|2016-08-09|AMAZON-02, US|n9JgTy6Qm6arLTtBBQNbpKEmYyb5Prpha2EJWBo3WrEcmqpLKTzc
13.125.27.117|rippled-1.5.0|16509|13.125.0.0/16|US|arin|2016-08-09|AMAZON-02, US|n9J1cxiMcWcmzQYEgbyHdz4Hm3nSvPPduFdRyWgjhtjmr5SzeDnw
13.125.53.40|rippled-1.5.0|16509|13.125.0.0/16|US|arin|2016-08-09|AMAZON-02, US|n9KqRtH8LYW4hSyHn7kodw21NNF5QnVqmdmC5fTKzA4mcSyZ5kGq
13.209.14.105|rippled-1.6.0|16509|13.209.0.0/16|US|arin|2016-08-09|AMAZON-02, US|n9L6gJ7hShhVoutABzs3EEkGdxZgPEJzNkYY25oarJimQWjuy5GH
13.209.243.246|rippled-1.4.0|16509|13.209.0.0/16|US|arin|2016-08-09|AMAZON-02, US|n9MYgwth1Xd541d1hSweke9mCSXUhR9veXv2fJcZ5hZs7W1CFAZe
13.209.60.161|rippled-1.5.0|16509|13.209.0.0/16|US|arin|2016-08-09|AMAZON-02, US|n9KKC75CeVjahrizMLWVX13VXGKcXR6Uq69e4Sv5yGhhghUyFh2E
13.212.34.150|rippled-1.5.0|16509|13.212.0.0/15|US|arin|2019-10-01|AMAZON-02, US|n9KSPvZHTfWgUtzgC21EQjCH1KPtTByYcBz49ByTC7n4xQaqNxne
13.228.61.138|rippled-1.5.0|16509|13.228.0.0/15|US|arin|2016-08-09|AMAZON-02, US|n9MmPQ15HCZqDP85D9dtPWGkN6ZvuXMCczf6aRoYjVdp6hTMp4SF
13.229.13.48|rippled-1.6.0|16509|13.228.0.0/15|US|arin|2016-08-09|AMAZON-02, US|n9Lc92Pco4Ek69SDvuUJF4GPSjSb4cWdcHb6KrgmLMsy7henroVv
13.229.136.201|rippled-1.6.0|16509|13.228.0.0/15|US|arin|2016-08-09|AMAZON-02, US|n9LLYpxEX6hCm88dxZfLo6BrC6vBxQK5zTXY22aPF1mpSwagYwcG
13.229.238.38|rippled-1.5.0|16509|13.228.0.0/15|US|arin|2016-08-09|AMAZON-02, US|n9KLeBhEWPmS6tdUDedSVX897Ln1a2XHcxpGFsZHfiRL6NZTcEVM
13.229.239.212|rippled-1.6.0|16509|13.228.0.0/15|US|arin|2016-08-09|AMAZON-02, US|n9M5bFK8Goy4Y69bfmaDhSnjYvGqrLNehuqFkFH8V3wrm5zxhJvD
13.229.50.181|rippled-1.5.0|16509|13.228.0.0/15|US|arin|2016-08-09|AMAZON-02, US|n9LRJ9E13igdVE6diRkHaW9KDg3oUMwkufwY9CMMUdg92hSUw2hx
13.230.138.109|rippled-1.6.0|16509|13.230.0.0/15|US|arin|2016-08-09|AMAZON-02, US|n9LUW6qY6dPN9U4gGnBjKCpFdjd4XDNJob8ekZZij6xA8WuRS24b
13.230.96.24|rippled-1.5.0|16509|13.230.0.0/15|US|arin|2016-08-09|AMAZON-02, US|n9KEidmXF7QgeYKJ2cfrtTGUVifKmugaBFLi6rDWK6cKbzbdwFuN
13.231.104.77|rippled-1.5.0|16509|13.230.0.0/15|US|arin|2016-08-09|AMAZON-02, US|n9Mnxjo9GxTvuB4rAZ2rXgX33SupKS9uVDNQ4B9Ap8ZGNtAVVVAz
13.231.28.8|rippled-1.6.0|16509|13.230.0.0/15|US|arin|2016-08-09|AMAZON-02, US|n9LHyDLoV6MSLzvmTefipz344ohPQBruFEhtGPaBKjNz1r94DT3p
13.251.180.208|rippled-1.5.0|16509|13.250.0.0/15|US|arin|2016-08-09|AMAZON-02, US|n9JkwPzWg29wdxtbCmLxsp1VTYBRfsCkNxsnipt9zRyLn9Hny2fJ
13.251.3.199|rippled-1.6.0|16509|13.250.0.0/15|US|arin|2016-08-09|AMAZON-02, US|n9KfZgsYHCFmps39Vr9DGduRf5EtRAmeFu6RUmAdSjYfuCCXUvwu
13.52.63.192|rippled-1.5.0|16509|13.52.0.0/16|US|arin|2016-08-09|AMAZON-02, US|n9JuWgRwiVAbnczuJvChcqifoStq8jmeMcuvJvJRrmPTefwXTkkd
13.57.189.14|rippled-1.6.0|16509|13.57.0.0/16|US|arin|2016-08-09|AMAZON-02, US|n9JtiqxbVmz3P26e1UbaJorGKDx82bntCUQc4orjRYTb6jsit377
13.57.71.117|rippled-1.5.0|16509|13.57.0.0/16|US|arin|2016-08-09|AMAZON-02, US|n9KNUz5d7Knt6KoCcgroBdoe3KNPb3y1Ddy3TKAoYk4Yz7QKCEYC
13.78.87.191|rippled-1.6.0|8075|13.64.0.0/11|US|arin|2015-03-26|MICROSOFT-CORP-MSN-AS-BLOCK, US|n94w8XDAAK4U93roc5B2GPGPvjLXJiZuanwATCkzw9cVn7Vr7J4u
131.153.56.154|rippled-1.6.0|19181|131.153.56.0/24|US|arin|2015-05-08|CWIE, US|n9M24JPTxC9ugKnudKPQ9e6vQav7uPEW3bziwNWPwx2to9GLaTCi
131.180.178.30|rippled-1.6.0|1128|131.180.0.0/16|NL|ripencc|1988-12-22|TUDELFT-NL DTO TUDELFT, The Netherlands - AS, NL|n9LnZeH6eyjkDQfrfuhCL4c17dh6XNBbTNtfpNvZcTe9At4JmJYv
134.122.40.7|rippled-1.6.0|14061|134.122.32.0/20|US|arin|2019-09-06|DIGITALOCEAN-ASN, US|n9KTGkuoC1tgFMFz7ZdRBMs88zpgk3umQExMiEYiZJsY4EPR6L1B
134.122.40.8|rippled-1.6.0|14061|134.122.32.0/20|US|arin|2019-09-06|DIGITALOCEAN-ASN, US|n9KpeUN3Fqp5uXT5SS5MKzL7YzjmdMoGjv2qL7niyiXBCMxRuvnf
135.84.106.47|rippled-1.6.0|395262|135.84.104.0/22|CA|arin|2016-06-13|CENTRE-OF-EXCELLENCE-IN-NEXT-GENERATION-NETWORKS, CA|n9Jtbv3efVoSzizd8z88fN9ZHPdWhZwk6PcVHaKUME6TG3MAZaAq
136.243.22.161|rippled-1.6.0|24940|136.243.0.0/16|DE|ripencc|2004-04-14|HETZNER-AS, DE|n9M3qjFnWMcTzjV2BXQnJVSxLKCNGEPATWDT25XLiBhmdLSRqNx9
136.243.24.38|rippled-1.6.0|24940|136.243.0.0/16|DE|ripencc|2004-04-14|HETZNER-AS, DE|n9MTzwUo8eK61HEGUP3iMQJjC9zAch8DS63EcXvAJXCXwFWcJeRF
138.197.142.156|rippled-1.6.0|14061|138.197.128.0/20|US|arin|2016-01-26|DIGITALOCEAN-ASN, US|n9Lfpq8ZJcJkMekNP4N3rKrUV5GsMVg53ASBedDxDojmqCNLNKSQ
138.201.61.90|rippled-1.6.0|24940|138.201.0.0/16|DE|ripencc|1990-05-23|HETZNER-AS, DE|n9Mjo52VLc1WcdZKc5ZGn36mejtXeM4AxPqgAx2eP6qz2dM2naL2
138.201.83.166|rippled-1.6.0|24940|138.201.0.0/16|DE|ripencc|1990-05-23|HETZNER-AS, DE|n94hVtmXGAwd67f3qgCmCoGoEFPVwg65FwLQQdL4mcb4LqQXQE5u
139.59.208.19|rippled-1.6.0|14061|139.59.208.0/21|SG|apnic|1990-06-27|DIGITALOCEAN-ASN, US|n9MmhDfZmBB3jZdUNi5rD9zGJ719VRx2jpEuzCVsMMtr99tYUeyx
142.0.198.212|rippled-1.5.0|7979|142.0.192.0/20|US|arin|2015-06-04|SERVERS-COM, US|n9LjXA9pKBCzQRX5QqcA1TAV9Br5KejTLph1badnQu91NXRVaZsc
142.0.199.100|rippled-1.5.0|7979|142.0.192.0/20|US|arin|2015-06-04|SERVERS-COM, US|n9MruMSkok8UKhS1rqJaCePw7BaDYgQaEwzVKvzugA1o2Hj6NuKs
144.34.243.24|rippled-1.6.0|25820|144.34.224.0/19|CA|arin|2018-06-06|IT7NET, CA|n9MoUWDN2uhoamKH3Mif7ybgBg5xk1v3vUcmnLMcZj4NY8MeQR2k
144.76.237.52|rippled-1.6.0|24940|144.76.0.0/16|DE|ripencc|1990-11-16|HETZNER-AS, DE|n9JZda343fLqw8tMcjMV7opwhLSRs34zjS2GKNv4YjXRLsfx7h11
144.91.101.205|rippled-1.5.0|51167|144.91.100.0/23|DE|ripencc|1990-11-20|CONTABO, DE|n9LSiQxg285wXj2cuFTN6PvoNfYLuBSQCU5329P66PZnqyBscs7G
147.50.73.228|rippled-1.6.0|4750|147.50.0.0/16|TH|apnic|1991-01-28|CSLOXINFO-AS-AP CS LOXINFO PUBLIC COMPANY LIMITED, TH|n9L1JXXkTiMUsphHwQeEiqNEgsr5EHivi6B6W4YvienhVnMadFpS
147.92.141.144|rippled-1.6.0|38631|147.92.128.0/17|JP|apnic|1991-07-19|LINE LINE Corporation, JP|n9MB6q3zxfkhAvTuVuJN5qKVShvccwtVy6pV1AoPxY9UNkKERJTw
147.92.141.145|rippled-1.6.0|38631|147.92.128.0/17|JP|apnic|1991-07-19|LINE LINE Corporation, JP|n9JbfHVjPDZ4Vx566oZEbZSU9ebg3WWwMaXpsz2fPsDzmYgmX9bN
147.92.141.146|rippled-1.6.0|38631|147.92.128.0/17|JP|apnic|1991-07-19|LINE LINE Corporation, JP|n9J2RoPTf7M7SLo4hyX7R2pF86X66Nk9M5uwKnVZVGMTzVCsSU5F
147.92.156.226|rippled-1.6.0|38631|147.92.128.0/17|JP|apnic|1991-07-19|LINE LINE Corporation, JP|n9M2FP5JFPb4HGhjBJN4roMWHNe1Da34m14EgdtcSmCYbXiK8XtD
148.251.178.154|rippled-1.6.0|24940|148.251.0.0/16|DE|ripencc|1993-09-01|HETZNER-AS, DE|n9KKSQz5HRGwCAhe1y13xeubxaMcne6WKzmNyhss6iyDM5Asg2t5
149.14.197.90|rippled-1.6.0|174|149.14.0.0/16|US|arin|1992-01-28|COGENT-174, US|n94PjBQGWEGdfzbGB7mDdUzqWqteVapWWAVc7xpDBCVyos7dVnF1
149.28.10.107|rippled-1.6.0|20473|149.28.8.0/21|US|arin|2018-05-04|AS-CHOOPA, US|n9Kyf464BVFpNzZ4YheBE1kKVFCnDNJZicpocAFLuWcQr52iJXZQ
15.164.165.132|rippled-1.5.0|16509|15.164.0.0/15|US|arin|2018-09-27|AMAZON-02, US|n9MX441UxDrL7csba1dGRjbSiwZDkj2JMGTyHjAQQjDxXMLV9Gjg
15.165.137.204|rippled-1.6.0|16509|15.164.0.0/15|US|arin|2018-09-27|AMAZON-02, US|n9L3HwbCMHsShb5toYBk4QpgY9mfLSxriTSCqeYWUtbxyTCnFnxk
15.184.54.251|rippled-1.6.0|16509|15.184.0.0/16|US|arin|2020-03-25|AMAZON-02, US|n9MJZrg6ipXTUhxqBEEEtR7g8i6bZaN87mzFnRb6XjBCLRvtbfBL
15.236.109.14|rippled-1.5.0|16509|15.236.0.0/15|US|arin|2018-09-27|AMAZON-02, US|n9M5xa6k7bGf8ztbHNDkCNXwfrfnUpfdFc7JZUuVZ1Z1FCeNUFKX
153.120.171.176|rippled-1.5.0|7684|153.120.128.0/18|JP|apnic|2011-03-02|SAKURA-A SAKURA Internet Inc., JP|n9K7iRKb8uttB7xiaVLw6u3xMGR6dPibnAVCVH5f8hyaST619XNJ
157.230.29.213|rippled-1.6.0|14061|157.230.16.0/20|US|arin|2018-08-22|DIGITALOCEAN-ASN, US|n94DPAE5LpDJnEHjQwDngZPbFjSASr2FdX2PUhsqBebhvnnsqbUS
157.245.87.172|rippled-1.5.0|14061|157.245.80.0/20|US|arin|2019-05-09|DIGITALOCEAN-ASN, US|n9KMw47KKFxVKTCuKRYJctTkWcDZ5DVo989jUHqbT4N2a6DCwgPZ
159.100.244.20|rippled-1.6.0|61098|159.100.244.0/24|CH|ripencc|1992-03-31|EXOSCALE, CH|n94PtDYC44nuy5WTW9krcH5uYutqQS3KKtpmEn37tf5XT8grMq2P
159.100.254.132|rippled-1.6.0|61098|159.100.248.0/21|CH|ripencc|1992-03-31|EXOSCALE, CH|n9K9jKr6wVScFbH5CRhZ6Gi4BrZWxQ8PutaiqGRKBfuavsBhiFYu
159.138.111.140|rippled-1.6.0|136907|159.138.96.0/20|SG|apnic|1992-04-20|HWCLOUDS-AS-AP HUAWEI CLOUDS, HK|n9Jcp7g6FkeoPiwLvRfSH5SvH4aiYBk8DGhB8WFg8LVPyNyficPv
159.138.139.165|rippled-1.6.0|136907|159.138.128.0/20|SG|apnic|1992-04-20|HWCLOUDS-AS-AP HUAWEI CLOUDS, HK|n9MjQoLx2rLy43JVKHCS7NyNqXh2KvrgHrpc8SRbrU7BNQLr7ir4
159.138.21.111|rippled-1.6.0|136907|159.138.20.0/22|SG|apnic|1992-04-20|HWCLOUDS-AS-AP HUAWEI CLOUDS, HK|n9Kp6i8nA7QqRqA4CM4U1sTDPLnE2bx6AwiajjAHq54YQsZ9As2q
159.138.3.90|rippled-1.5.0|136907|159.138.0.0/20|SG|apnic|1992-04-20|HWCLOUDS-AS-AP HUAWEI CLOUDS, HK|n9KjJLBgvXq4xXeWzfnZN2qpbwLnm6gLJzb61MM8NvTJCoC3PAjG
159.203.3.232|rippled-1.6.0|14061|159.203.0.0/20|US|arin|2015-08-10|DIGITALOCEAN-ASN, US|n9J8UDKgEK42TFdLscfowV8Tegeih9dUsD1YMqvq13Qn4M9nX2p6
159.203.38.42|rippled-1.6.0|14061|159.203.32.0/20|US|arin|2015-08-10|DIGITALOCEAN-ASN, US|n9Mit7LaJnGufEfVTrjPy85ktuNkdMVPhY831jfbPmCzSBCYvLCs
159.65.19.216|rippled-1.5.0|14061|159.65.16.0/20|US|arin|2017-10-24|DIGITALOCEAN-ASN, US|n9LMjry84Dv5SWp6rhCyefvTL1pZGqHXPwsSVEpeWu3Zg455TVNL
159.69.1.30|rippled-1.6.0|24940|159.69.0.0/16|DE|ripencc|1992-03-13|HETZNER-AS, DE|n9KcVAaTjpLNcEJvicY46b1EPqKSrCKtXWpkbEZnKEPoe7UiJ58a
159.69.142.112|rippled-1.6.0|24940|159.69.0.0/16|DE|ripencc|1992-03-13|HETZNER-AS, DE|n9JFXukc2gbc3s6BgbSLF1apbERkYGaq1yRQWVojDGYz7A9spFnw
159.69.218.49|rippled-1.6.0|24940|159.69.0.0/16|DE|ripencc|1992-03-13|HETZNER-AS, DE|n9MANAMAGSVDRAtkqSinwsJvUMJsZxob4Wx6cqCU9xR9gx9d19jV
159.69.66.107|rippled-1.6.0|24940|159.69.0.0/16|DE|ripencc|1992-03-13|HETZNER-AS, DE|n9JdJhf7UZeeFbNgQ2NLHxU7U7uwjMtMsMZ3LK1pEa5X4zgTtYtp
159.89.13.151|rippled-1.6.0|14061|159.89.0.0/20|US|arin|2017-07-07|DIGITALOCEAN-ASN, US|n9KVVvwd7vTLY66jvwJWjgdFYRVjT8CcNqHxruah55Jbv4M9pMnr
161.35.119.120|rippled-1.6.0|14061|161.35.112.0/20|US|arin|2019-07-30|DIGITALOCEAN-ASN, US|n9MwAwgYS9aAnEaZuPPmT9nToBSzJ6dQF3UqTGu45sr8vEfy1Uy2
161.97.122.8|rippled-1.6.0|51167|161.97.122.0/23|DE|ripencc|1992-06-23|CONTABO, DE|n9Mssg6uZrTWL4sgdHUxsbzLpwrquMbYub6HyWCUV1otSvPX6HP7
162.249.170.226|rippled-1.5.0|26548|162.249.170.0/23|US|arin|2013-12-04|PUREVOLTAGE-INC, US|n9LFitzBxT8kgabvE31m75UL9L1N9Gd92zTGajJMFS4XLfQrcDub
162.250.189.42|rippled-1.6.0|26832|162.250.188.0/22|CA|arin|2013-12-26|RICAWEBSERVICES, CA|n94RMN399t5SGQyjHqeHm9HnkHE1XA5xPx7ak5418ZDf1ktHjZzX
163.172.9.124|rippled-1.6.0|12876|163.172.0.0/16|GB|ripencc|1992-02-14|Online SAS, FR|n9KZG5vWZEhQWYLNMxTLspZLHKE8G2kNhPDXvAKFGRZRAw52reoq
164.68.106.205|rippled-1.5.0|51167|164.68.106.0/23|DE|ripencc|1992-12-17|CONTABO, DE|n9Kfe8DttEiayhTAmN7dNxWUBvD2mHVWFneVcDE4MSCfDZrzqWPi
165.22.123.67|rippled-1.6.0|14061|165.22.112.0/20|US|arin|2018-10-16|DIGITALOCEAN-ASN, US|n9LK9mYPiU8cPvWSmCMZs85H7LYipQWAEiF9yFFX3znSpZ6H6c3Y
165.22.225.252|rippled-1.6.0|14061|165.22.224.0/20|US|arin|2018-10-16|DIGITALOCEAN-ASN, US|n9K7po1TAkE9FwXFsTbWEpsuopgHB84C8vGSowDgND7WsMXdr79V
165.22.52.214|rippled-1.6.0|14061|165.22.48.0/20|US|arin|2018-10-16|DIGITALOCEAN-ASN, US|n9KLKF1eFVbShiDTdVidZKRqPUiuAJYeLQq4ibVuMxUdcFAz4oSE
165.227.148.221|rippled-1.6.0|14061|165.227.144.0/20|US|arin|2016-10-06|DIGITALOCEAN-ASN, US|n9JqpXR5HUu48nmZowhNbuAWm7qiNtRHkr1zt1Stx95Y7q6Rs6gy
165.227.189.21|rippled-1.6.0|14061|165.227.176.0/20|US|arin|2016-10-06|DIGITALOCEAN-ASN, US|n9KKdW6BQTZQSVor6mFsRFfTJEDvmVSPu3GiKE82VfSFSd3JEUUJ
167.172.228.3|rippled-1.6.0|14061|167.172.224.0/20|US|ripencc|1993-08-30|DIGITALOCEAN-ASN, US|n9K9pJQx4wEvSizJgMwJmFXdHxXhk7VCF6CrsEpWkAc6sQKFLhBr
167.71.233.179|rippled-1.5.0|14061|167.71.224.0/20|US|arin|2019-04-24|DIGITALOCEAN-ASN, US|n9L88JkeVkChj3cj1tE3hjRuEc1rXFn5rYiKkuzfrYGDwEudnRks
167.71.54.165|rippled-1.6.0|14061|167.71.48.0/20|US|arin|2019-04-24|DIGITALOCEAN-ASN, US|n94KkEPWsKmGvGp2Mca6T5BxFBXzXypiPTi2AZUzECHb439zwzgf
167.86.120.68|rippled-1.6.0|51167|167.86.120.0/23|DE|ripencc|1993-05-14|CONTABO, DE|n9LcTYwV6ewWcAMiqvfz9LsG8spDAkQAYzgKTAbygdTW9cs3NGPf
167.99.79.199|rippled-1.5.0|14061|167.99.64.0/20|US|arin|2017-11-10|DIGITALOCEAN-ASN, US|n9MYxkHyuNe9iughVLWbaQyJRKhB8nsVW1LbV7r3vxayzsobJmgd
169.44.60.105|rippled-1.6.0|36351|169.44.0.0/17|US|ripencc|1993-09-01|SOFTLAYER, US|n9KDJqdL5pebR35tkE4pRuZ7MhTvQGid8YqwjJajwrZUN5fEDxsZ
