# https://api.nanocrawler.cc/ and whois results
# Nano
IP Address|Version|Protocol Version|ASN|BGP Prefix|CC|Registry|Allocated|AS Name|Node Account
139.59.181.118|Nano V21.2|18|14061|139.59.176.0/20|SG|apnic|1990-06-27|DIGITALOCEAN-ASN, US|xrb_18bpu81x4oyqsjjsyaeb7ek4rag1bw8gerhaiumookzc4t5prrm4d7zg56ww
140.116.245.162|Nano V21.2|18|1659|140.112.0.0/12|TW|apnic|1990-03-24|ERX-TANET-ASN1 Taiwan Academic Network (TANet) Information Center, TW|nano_1bko7zpcow7w6e11az8tnxdnyszgkt61miwuo9i9pom3czdzxqknpiuc7tdb
159.65.230.193|Nano V21.2|18|14061|159.65.224.0/20|US|arin|2017-10-24|DIGITALOCEAN-ASN, US|nano_33ad5app7jeo6jfe9ure6zsj8yg7knt6c1zrr5yg79ktfzk5ouhmpn6p5d7p
159.89.118.122|Nano V21.2|18|14061|159.89.112.0/20|US|arin|2017-07-07|DIGITALOCEAN-ASN, US|nano_1fuckbtc6p55wt64eo4rz7brq3ubjfd8unhz3it5fbdpta8tww7ywk8p9su7
164.68.114.114|Nano V21.2|18|51167|164.68.114.0/23|DE|ripencc|1992-12-17|CONTABO, DE|nano_35s1oiomu4fay1y474wepnu8p61a669wqo7qa8h1nsxsu1bcg8fhbcbyxtod
164.68.121.140|Nano V21.2|18|51167|164.68.120.0/23|DE|ripencc|1992-12-17|CONTABO, DE|nano_3u7d5iohy14swyhxhgfm9iq4xa9yibhcgnyj697uwhicp14dhx4woik5e9ek
165.227.25.198|Nano V21.2|18|14061|165.227.16.0/20|US|arin|2016-10-06|DIGITALOCEAN-ASN, US|xrb_1aqkrayihxzdahoxpjrg8o6mxgxfzq46hhcdm1u48w3qexsakx7pzzhjn3fc
165.227.31.60|Nano V21.2||14061|165.227.16.0/20|US|arin|2016-10-06|DIGITALOCEAN-ASN, US|nano_1jo3i37tc9nwhttm9xkuc4mqerppn6m76654yjm76am3c1xg64kxtzatm4wm
167.71.212.25|Nano V21.2|18|14061|167.71.208.0/20|US|arin|2019-04-24|DIGITALOCEAN-ASN, US|nano_3hps1wndzrxtybfg77agkrmstb6yzdrr3d55ynw6hfogw8gnux94fdwi8owg
167.71.245.153|Nano V21.2|18|14061|167.71.240.0/20|US|arin|2019-04-24|DIGITALOCEAN-ASN, US|nano_1ebq356ex7n5efth49o1p31r4fmuuoara5tmwduarg7b9jphyxsatr3ja6g8
167.71.87.249|Nano V21.2|18|14061|167.71.80.0/20|US|arin|2019-04-24|DIGITALOCEAN-ASN, US|nano_1frogs8fqpdk17w17dpsdbgtbcdmm4egnty8oinxppkwykjzedrbt3suh4as
167.86.102.128|Nano V21.2|18|51167|167.86.102.0/23|DE|ripencc|1993-05-14|CONTABO, DE|nano_3sendnudez9x8zkaid5k17g474f9dc4fuopggzojwop9sbc5isgwah5gbx9n
167.86.66.13|Nano V21.2|18|51167|167.86.66.0/23|DE|ripencc|1993-05-14|CONTABO, DE|nano_18shbirtzhmkf7166h39nowj9c9zrpufeg75bkbyoobqwf1iu3srfm9eo3pz
167.86.90.31|Nano V21.2|18|51167|167.86.90.0/23|DE|ripencc|1993-05-14|CONTABO, DE|nano_1tpqncif5ep6txhowgyhyemza3sbwm5r5rcq7dtetxey1aucbiy4bhhwbeud
167.99.143.142|Nano V21.1||14061|167.99.128.0/20|US|arin|2017-11-10|DIGITALOCEAN-ASN, US|xrb_1ft5e6xtnxwotrszg44tx99wcqyckgsf5xeijqpitinqgyxu8fgxzhwas9eo
167.99.161.50|Nano V21.2|18|14061|167.99.160.0/20|US|arin|2017-11-10|DIGITALOCEAN-ASN, US|nano_3kqdiqmqiojr1aqqj51aq8bzz5jtwnkmhb38qwf3ppngo8uhhzkdkn7up7rp
167.99.25.253|Nano V21.2|18|14061|167.99.24.0/22|US|arin|2017-11-10|DIGITALOCEAN-ASN, US|nano_16d3mdshcfqayyx8rd9ioimjiicrma743qpd86ohfs9kdzgejmnba1zifo8m
172.105.52.63|Nano V21.2|18|63949|172.105.32.0/19|US|arin|2015-06-19|LINODE-AP Linode, LLC, US|nano_1xckpezrhg56nuokqh6t1stjca67h37jmrp9qnejjkfgimx1msm9ehuaieuq
172.67.186.18|Nano V21.2|18|13335|172.67.176.0/20|US|arin|2015-02-25|CLOUDFLARENET, US|nano_1somenanerzdzdbyr4y6x996qbo764ifxk8beuhphydmwn1agpzkwquqqick
172.67.187.156|Nano V21.2|18|13335|172.67.176.0/20|US|arin|2015-02-25|CLOUDFLARENET, US|nano_1jtx5p8141zjtukz4msp1x93st7nh475f74odj8673qqm96xczmtcnanos1o
173.212.217.166|Nano V21.2|18|51167|173.212.192.0/19|DE|ripencc|2009-10-26|CONTABO, DE|nano_37ortkby6k68z8tkk8g63ndbp8wjbmofhn56oyxb4rm6s3x51pkpiwcnpgmq
173.249.54.87|Nano V21.2|18|51167|173.249.54.0/23|DE|ripencc|2010-05-26|CONTABO, DE|xrb_3chartsi6ja8ay1qq9xg3xegqnbg1qx76nouw6jedyb8wx3r4wu94rxap7hg
173.75.129.5|Nano V21.2|18|701|173.75.128.0/19|US|arin|2008-08-11|UUNET, US|nano_3graybcz4tgyagugiedsx6rzna18btz7jwmokgynpyswtfohmrk3rr3oqb3b
177.66.167.199|Nano V21.2|18|52655|177.66.164.0/22|BR|lacnic|2012-11-21|Ti5 Telecom LTDA - ME, BR|nano_1j78msn5omp8jrjge8txwxm4x3smusa1cojg7nuk8fdzoux41fqeeogg5aa1
178.128.13.12|Nano V21.2|18|14061|178.128.0.0/20|NL|ripencc|2010-03-03|DIGITALOCEAN-ASN, US|nano_31xitw55kb3ko8yaz3439hqaqpibxa9shx76suaa3no786do3hjuz8dy6izw
185.170.114.162|Nano V21.2|18|197540|185.170.112.0/22|DE|ripencc|2016-09-29|NETCUP-AS netcup GmbH, DE|nano_1iuz18n4g4wfp9gf7p1s8qkygxw7wx9qfjq6a9aq68uyrdnningdcjontgar
188.166.18.100|Nano V21.2|18|14061|188.166.0.0/18|NL|ripencc|2009-06-05|DIGITALOCEAN-ASN, US|xrb_187i9cz1rwm65ufi4i65nczginx4iw15n7jb5iaqjgb5o8qte7weca6rbihn
192.145.47.45|Nano V21.2||197540|192.145.44.0/22|DE|ripencc|2018-12-07|NETCUP-AS netcup GmbH, DE|nano_3rpixaxmgdws7nk7sx6owp8d8becj9ei5nef6qiwokgycsy9ufytjwgj6eg9
194.13.81.185|Nano V21.2|18|197540|194.13.80.0/22|DE|ripencc|2018-07-23|NETCUP-AS netcup GmbH, DE|nano_1ninja7rh37ehfp9utkor5ixmxyg8kme8fnzc4zty145ibch8kf5jwpnzr3r
195.154.165.206|Nano V21.2|18|12876|195.154.0.0/16|FR|ripencc|1996-08-27|Online SAS, FR|nano_1hispanocq7ow8azrs3mirsccebuh5e3pfk8pkfzfafbyooezpsnwiuizjcu
206.189.18.189|V21.2||14061|206.189.16.0/20|US|arin|1995-11-15|DIGITALOCEAN-ASN, US|nano_1thingspmippfngcrtk1ofd3uwftffnu4qu9xkauo9zkiuep6iknzci3jxa6
206.81.11.14|Nano V21.2|18|14061|206.81.0.0/20|US|arin|1995-08-11|DIGITALOCEAN-ASN, US|xrb_3moomoo77b45d1jug8szecomeqnmwgjbue1xaxz95s5338jsp77eho166jd1
209.89.184.101|Nano V21.2|18|852|209.89.0.0/16|CA|arin|1997-05-23|ASN852, CA|nano_3power3gwb43rs7u9ky3rsjp6fojftejceexfkf845sfczyue4q3r1hfpr3o
213.136.77.111|Nano V21.2|18|51167|213.136.76.0/23|DE|ripencc|2000-02-28|CONTABO, DE|nano_1just1zdsnke856mu5pmed1qdkzk6adh3d13iiqr3so66sr8pbcnh15bdjda
37.48.78.135|Nano V21.2|18|60781|37.48.64.0/18|NL|ripencc|2012-01-24|LEASEWEB-NL-AMS-01 Netherlands, NL|nano_1zuksmn4e8tjw1ch8m8fbrwy5459bx8645o9euj699rs13qy6ysjhrewioey
40.115.153.210|Nano V21.0|18|8075|40.112.0.0/13|US|arin|2015-02-23|MICROSOFT-CORP-MSN-AS-BLOCK, US|nano_3rrk1gj39tfda4i5193o4txtxczbru4yhe7hbr771wwiqskhitguxi9m4kzn
45.129.180.39|Nano V21.2|18|197540|45.129.180.0/22|DE|ripencc|2019-07-16|NETCUP-AS netcup GmbH, DE|xrb_3caprkc56ebsaakn4j4n7g9p8h358mycfjcyzkrfw1nai6prbyk8ihc5yjjk
49.12.110.137|Nano V21.2|18|24940|49.12.0.0/16|DE|ripencc|2010-10-21|HETZNER-AS, DE|nano_3strnmn7h9b7oghxa6h9ckrpf5r454fsobpicixps6xwiwc5q4hat7wjbpqz
5.189.171.217|Nano V21.2|18|51167|5.189.160.0/20|DE|ripencc|2012-08-09|CONTABO, DE|nano_1qgkdadcbwn65sp95gr144fuc99tm5tn6gx9y8ow9bgaam6r5ixgtx19tw93
51.81.73.179|Nano V21.2|18|16276|51.81.0.0/17|US|arin|2019-03-11|OVH, FR|nano_3ewhro1uzpbgjztkc5t3yawcqw7mz4acp519m4b7qw14t58t67gndaxswxad
62.171.136.86|Nano V21.2|18|51167|62.171.136.0/23|DE|ripencc|2000-08-18|CONTABO, DE|nano_1maffswnif9r35yy6btgo7qukpnpzhpndegi7895fobfjffgfr9pjdy9f66w
67.205.189.200|V21.2||14061|67.205.176.0/20|US|arin|2016-04-12|DIGITALOCEAN-ASN, US|nano_1isgusmnf1xe45iyjtfxw4qiai36zxdituu7gpni1trtj5ojyujobq13bjah
74.105.90.32|Nano V21.2|18|701|74.105.0.0/16|US|arin|2009-01-26|UUNET, US|nano_3ekb6tp8ixtkibimyygepgkwckzhds9basxd5zfue4efjnxaan77gsnanick
77.72.193.181|Nano V21.2|18|12835|77.72.192.0/21|IT|ripencc|2007-02-19|TRENTINODIGITALE-AS, IT|nano_1wcxcjbwnnsdpee3d9i365e8bcj1uuyoqg9he5zjpt3r57dnjqe3gdc184ck
78.47.155.150|Nano V21.2|18|24940|78.46.0.0/15|DE|ripencc|2007-04-16|HETZNER-AS, DE|nano_3kwppxjcggzs65fjh771ch6dbuic3xthsn5wsg6i5537jacw7m493ra8574x
85.214.189.238|Nano V21.2|18|6724|85.214.0.0/15|DE|ripencc|2005-02-24|STRATO STRATO AG, DE|nano_3r5ooenxm6r46tcbfpi4rdw69euu9u1tqizjpkoo3a4bckh8asyr99kjugki
94.130.34.52|Nano V21.1|18|24940|94.130.0.0/16|DE|ripencc|2008-06-23|HETZNER-AS, DE|nano_1magnumr5yu6j7btpa4hwzg15n9dfxrernca7cmacj86agfkn1hx4933cpo1
94.16.114.235|Nano V21.2|18|197540|94.16.112.0/21|DE|ripencc|2008-06-05|NETCUP-AS netcup GmbH, DE|xrb_3akecx3appfbtf6xrzb3qu9c1himzze46uajft1k5x3gkr9iu3mw95noss6i
95.216.170.170|Nano V21.2|18|24940|95.216.0.0/16|DE|ripencc|2009-02-24|HETZNER-AS, DE|nano_1eeiwmnsq6fdhy1m35og1dzt7kdnci8wny3kn771638dfrrgg49so7k1mg7i
95.217.189.71|Nano V21.2|18|24940|95.217.0.0/16|DE|ripencc|2009-02-24|HETZNER-AS, DE|nano_15nt4cis8ac184q9mj7bedww9ay9zh5jk5k7sj9ypmz44twjcpz3cn6oijir
